audio|text_scribe
audio_files/Ind093_M_S_C_news_3136.wav|ke afganistan
audio_files/Ind066_F_J_C_news_2206.wav|tahu dan oncom
audio_files/Ind021_M_J_C_news_0662.wav|jaringan terorisme global mengalihkan sasarannya pada target-target lunak
audio_files/Ind068_M_S_C_news_2233.wav|polisi mengejar ahmed dan menembaknya di kawasan taman mini
audio_files/Ind077_M_J_C_news_2613.wav|dan ketua dpw pkb jatim choirul anam
audio_files/Ind042_M_U_C_news_1414.wav|sebagai alat bayar
audio_files/Ind069_M_U_C_news_2342.wav|sampeyan mau apa
audio_files/Ind053_M_S_C_news_1810.wav|idrus tak begitu hirau pada pertanyaan tersebut
audio_files/Ind038_F_U_C_news_1231.wav|yaitu izin transit
audio_files/Ind081_M_J_C_news_2708.wav|masih syukur para penumpang tidak terkena peluru
audio_files/Ind030_F_U_C_news_1048.wav|dan edwin
audio_files/Ind021_M_J_C_news_0681.wav|ucap albert bertanya
audio_files/Ind008_F_U_C_news_0235.wav|sejago-jagonya pelatih
audio_files/Ind034_F_U_C_news_1140.wav|uang tunai yang diduga palsu tersebut disita sebagai barang bukti
audio_files/Ind040_F_J_C_news_1394.wav|bagai air bah dari sungai amazon
audio_files/Ind044_M_J_C_news_1495.wav|silahkan anda menanyakan ke saudara marzuki ujarnya
audio_files/Ind100_M_B_C_news_0122.wav|helai-helai rambut itu sedikit demi sedikit digunting
audio_files/Ind064_F_U_C_news_2090.wav|dia menyodorkan bukti
audio_files/Ind001_F_B_C_news_0107.wav|kata owen
audio_files/Ind035_M_J_C_news_1226.wav|selama ini kelompok-kelompok pro demokrasi belum memiliki kesamaan platform gerakan
audio_files/Ind074_M_J_C_news_2430.wav|termasuk terhadap penyelewengan-penyelewengan yang terjadi di lingkungan pemda dki
audio_files/Ind051_M_S_C_news_1699.wav|ke kloter lain
audio_files/Ind035_M_J_C_news_1178.wav|sehingga hanya aberson sihaloho yang berani membelot
audio_files/Ind060_M_U_C_news_2025.wav|menurut taj hamad
audio_files/Ind092_M_S_C_news_3024.wav|sebab menurut roy
audio_files/Ind085_M_J_C_news_2880.wav|komisaris besar adang rochjana
audio_files/Ind089_M_U_C_news_2904.wav|sedangkan sisanya disuplai bagi kebutuhan masyarakat
audio_files/Ind094_M_S_C_news_3075.wav|sampai dia akhirnya kehilangan pemain-pemain kunci yang dilanda cedera
audio_files/Ind082_M_B_C_news_2686.wav|kasus bulog dan brunei bisa dituntaskan cepat
audio_files/Ind007_M_J_C_news_0266.wav|bayu air
audio_files/Ind024_F_S_C_news_0777.wav|bicaranya ngaco dan ngalor-ngidul
audio_files/Ind081_M_J_C_news_2725.wav|pengunjung meningkat sekitar lima atau enam ribu orang
audio_files/Ind054_M_J_C_news_1758.wav|mulai urusan administrasi
audio_files/Ind057_M_J_C_news_1882.wav|mulai ada kekhawatiran
audio_files/Ind090_M_B_C_news_2957.wav|usai ijab kabul
audio_files/Ind045_F_U_C_news_1559.wav|maka suasana harmoni wilayah diy akan terganggu
audio_files/Ind068_M_S_C_news_2318.wav|kata rumsfeld
audio_files/Ind097_M_J_C_news_3178.wav|dufan tetap dibuka seperti biasanya
audio_files/Ind052_M_S_C_news_1748.wav|kabulog bertanggung jawab kepada negara
audio_files/Ind015_F_S_C_news_0533.wav|yang membawa uang tunai itu
audio_files/Ind006_M_J_C_news_0221.wav|cukup pragmatis
audio_files/Ind083_M_B_C_news_2792.wav|enam satu enam
audio_files/Ind045_F_U_C_news_1455.wav|bangsa indonesia memerlukan pemimpin bangsa bertipe administrator
audio_files/Ind049_M_S_C_news_1595.wav|letjen syarwan hamid
audio_files/Ind052_M_S_C_news_1715.wav|benteng tangerang
audio_files/Ind078_M_B_C_news_2583.wav|fariz mengaku
audio_files/Ind053_M_S_C_news_1773.wav|juga ditengarai untuk menunaikan pesanan amerika serikat
audio_files/Ind076_F_B_C_news_2480.wav|gaji eks dprd timtim
audio_files/Ind078_M_B_C_news_2620.wav|dan kue
audio_files/Ind097_M_J_C_news_0013.wav|salah seorang kawan christine
audio_files/Ind049_M_S_C_news_1631.wav|ade effendi
audio_files/Ind013_M_U_C_news_0489.wav|roy lalu menyontohkan
audio_files/Ind091_F_S_C_news_3051.wav|ketua fraksi partai golkar dprd diy khairuddin mengakui
audio_files/Ind074_M_J_C_news_2418.wav|biar saja kita boikot sekalian kata dia dengan sewot
audio_files/Ind020_F_J_C_news_0689.wav|sineas garin nugroho
audio_files/Ind036_F_S_C_news_1161.wav|dalam penuturannya lewat e-mail kepada tempo
audio_files/Ind054_M_J_C_news_1851.wav|dalam skenario yang terburuk
audio_files/Ind027_F_S_C_news_0949.wav|ego etnisitas
audio_files/Ind077_M_J_C_news_2565.wav|stie indonesia
audio_files/Ind054_M_J_C_news_1815.wav|kalau lebih nggak boleh
audio_files/Ind055_F_J_C_news_1869.wav|tak hanya kafe yang diuntungkan malam itu
audio_files/Ind054_M_J_C_news_1832.wav|melalui hasil rapat pleno
audio_files/Ind066_F_J_C_news_2201.wav|kini terhenyak lunglai di hadapan puing-puing bangunan imajinasinya sendiri
audio_files/Ind053_M_S_C_news_1729.wav|klaim irham
audio_files/Ind014_M_U_C_news_0536.wav|gam tolonglah hentikan kekerasan
audio_files/Ind090_M_B_C_news_2964.wav|cowok jadi-jadian
audio_files/Ind039_F_U_C_news_1293.wav|pertama aku ingin mendengar bunyi gemercik air
audio_files/Ind087_M_J_C_news_2930.wav|sampai jumat
audio_files/Ind036_F_S_C_news_1234.wav|guru stm negeri bireuen
audio_files/Ind017_F_S_C_news_0634.wav|mendiknas khawatir rapel gaji guru tidak selesai oktober
audio_files/Ind061_F_S_C_news_2049.wav|peziarah ramai berdatangan menjelang bulan puasa
audio_files/Ind046_F_S_C_news_1588.wav|empat sampai enam bulan
audio_files/Ind030_F_U_C_news_1058.wav|kalau menurut kriminolog fisip universitas indonesia
audio_files/Ind063_M_J_C_news_2050.wav|raja sailendra
audio_files/Ind089_M_U_C_news_2991.wav|diharapkan merupakan orang egaliter
audio_files/Ind017_F_S_C_news_0566.wav|dan yusuf wanandi sebagai moderator
audio_files/Ind076_F_B_C_news_2478.wav|ditetapkannya percakapan lokal zona tunggal akan menguntungkan konsumen jakarta
audio_files/Ind006_M_J_C_news_0264.wav|dipenuhi oleh puluhan bus yang digunakan pendemo untuk parkir
audio_files/Ind027_F_S_C_news_0967.wav|lanjut nyoman
audio_files/Ind084_M_B_C_news_2826.wav|kata kamu dalam naskah skenario kami ubah menjadi kau saja
audio_files/Ind073_F_S_C_news_2483.wav|muhammad nurlif
audio_files/Ind078_M_B_C_news_2626.wav|tutur cholil lagi
audio_files/Ind045_F_U_C_news_1529.wav|saya imbau kepada jajaran partai apalagi kepada pak baramuli
audio_files/Ind073_F_S_C_news_2429.wav|sesuai namanya
audio_files/Ind047_M_J_C_news_1574.wav|geografis sulit dijangkau
audio_files/Ind029_F_S_C_news_0971.wav|polisi melarangnya bertemu empat mata dengan rahmat
audio_files/Ind091_F_S_C_news_3031.wav|yacob tobing
audio_files/Ind095_M_S_C_news_3154.wav|tambah bachrumsyah
audio_files/Ind085_M_J_C_news_2832.wav|banjir melanda kecamatan bale endah
audio_files/Ind076_F_B_C_news_2582.wav|sri mulyono herlambang
audio_files/Ind037_F_B_C_news_1217.wav|dinilai ikrar
audio_files/Ind013_M_U_C_news_0399.wav|pembacaan pledoi oleh penasihat hukum
audio_files/Ind033_F_U_C_news_1097.wav|tanya suzetta
audio_files/Ind019_F_U_C_news_0624.wav|adi solichin
audio_files/Ind084_M_B_C_news_2789.wav|senior superintenden zainal abidin
audio_files/Ind045_F_U_C_news_1518.wav|taruh kata seperti penampilan penyanyi chrisye
audio_files/Ind025_F_S_C_news_0869.wav|kata jeffry
audio_files/Ind017_F_S_C_news_0532.wav|herman sedyono
audio_files/Ind062_M_J_C_news_2062.wav|sikap pdip soal pansus bulog tunggu sidang paripurna dpr
audio_files/Ind043_F_U_C_news_1418.wav|ketika presiden ngomong dekrit
audio_files/Ind014_M_U_C_news_0504.wav|aliran modal swasta yang keluar neto
audio_files/Ind086_M_S_C_news_2831.wav|david ferdinandus
audio_files/Ind071_M_J_C_news_2314.wav|kalau upah naik tetapi harga kebutuhan naik
audio_files/Ind026_F_S_C_news_0836.wav|ungkap firman
audio_files/Ind026_F_S_C_news_0875.wav|mereka enggak percaya
audio_files/Ind030_F_U_C_news_0989.wav|zeni tempur atau zipur
audio_files/Ind029_F_S_C_news_0958.wav|oleh motif-motif bentuknya yang khas
audio_files/Ind083_M_B_C_news_2729.wav|bupati bungo zulfikar achmad minta seluruh penambang emas liar
audio_files/Ind001_F_B_C_news_0035.wav|itu risiko akhir
audio_files/Ind011_F_U_C_news_0429.wav|harun zein
audio_files/Ind024_F_S_C_news_0859.wav|bunga obligasi
audio_files/Ind014_M_U_C_news_0531.wav|boikot golkar akan menyebabkan destabilisasi politik
audio_files/Ind019_F_U_C_news_0656.wav|siswono yudho husodo oleh forum lintas fraksi
audio_files/Ind088_M_S_C_news_2976.wav|satu pucuk wolter rakitan
audio_files/Ind048_M_S_C_news_1553.wav|kampanye itu
audio_files/Ind015_F_S_C_news_0484.wav|saya tidak punya mandat ngomong soal materi
audio_files/Ind077_M_J_C_news_2543.wav|ungkap brian
audio_files/Ind076_F_B_C_news_2560.wav|selain mencemarkan korps juga merugikan diri sendiri
audio_files/Ind031_M_J_C_news_1074.wav|namun fariz sudah lama tidak bertemu taufik karena kesibukan masing-masing
audio_files/Ind020_F_J_C_news_0656.wav|siswono yudho husodo oleh forum lintas fraksi
audio_files/Ind088_M_S_C_news_2980.wav|untuk sementara mobil mewah yang dipakai untuk perploncoan itu ditahan
audio_files/Ind080_M_S_C_news_2683.wav|jadi memang cukup waktu
audio_files/Ind019_F_U_C_news_0627.wav|serta daud gozali
audio_files/Ind026_F_S_C_news_0906.wav|bom molotov
audio_files/Ind017_F_S_C_news_0584.wav|dirut pertamina baehaqi hakim dan kapolri jenderal dai bachtiar
audio_files/Ind066_F_J_C_news_2165.wav|tidak akan selesai-selesai gejolak di aceh
audio_files/Ind069_M_U_C_news_2306.wav|transfer aset
audio_files/Ind092_M_S_C_news_3053.wav|di boalemo
audio_files/Ind056_M_S_C_news_1869.wav|tak hanya kafe yang diuntungkan malam itu
audio_files/Ind036_F_S_C_news_1176.wav|menneg koperasi zarkasih nur
audio_files/Ind078_M_B_C_news_2543.wav|ungkap brian
audio_files/Ind075_F_S_C_news_2450.wav|sejak kredit cair
audio_files/Ind051_M_S_C_news_1697.wav|sanak saudara
audio_files/Ind089_M_U_C_news_2927.wav|kata asyari
audio_files/Ind047_M_J_C_news_1534.wav|dinilai anggito sebagai nilai ideal
audio_files/Ind070_M_U_C_news_2348.wav|para ofisial karate
audio_files/Ind056_M_S_C_news_1881.wav|kemudian muncul istilah lagu cengeng
audio_files/Ind100_M_B_C_news_0093.wav|yang merupakan arus dua arah dari arah ciledug maupun tangerang
audio_files/Ind035_M_J_C_news_1129.wav|nanti saya kasih tahu egi
audio_files/Ind001_F_B_C_news_0100.wav|yang tidak menyediakan halte untuk perhentian kendaraan
audio_files/Ind027_F_S_C_news_0891.wav|ketua fraksi partai golkar dpr syamsul muarif mengakui
audio_files/Ind093_M_S_C_news_3045.wav|samping hotel amboina
audio_files/Ind031_M_J_C_news_1030.wav|kemudian mereka dibawa ke unhcr
audio_files/Ind030_F_U_C_news_0997.wav|perpu otonomi khusus aceh akan diterbitkan
audio_files/Ind075_F_S_C_news_2539.wav|fauzi alvi yasin
audio_files/Ind051_M_S_C_news_1748.wav|kabulog bertanggung jawab kepada negara
audio_files/Ind093_M_S_C_news_3137.wav|yesus flores
audio_files/Ind019_F_U_C_news_0601.wav|lewat e-mail
audio_files/Ind051_M_S_C_news_1757.wav|yubert neis
audio_files/Ind096_M_J_C_news_3160.wav|tim ferrari
audio_files/Ind016_M_J_C_news_0501.wav|tarmidzi hakim
audio_files/Ind072_M_J_C_news_2435.wav|dalam kasus anggota pansus buloggate yang telah mengungkapkan hasil rapat
audio_files/Ind095_M_S_C_news_3146.wav|cecep syaifullah
audio_files/Ind029_F_S_C_news_1007.wav|ribuan hektar tambak itu seperti disulap menjadi danau luas
audio_files/Ind032_M_S_C_news_1122.wav|para menteri tidak memakai volvo
audio_files/Ind065_M_U_C_news_2185.wav|taufik kiemas soal hartini soekarno ia ibu yang baik
audio_files/Ind010_F_S_C_news_0332.wav|kyai tapa
audio_files/Ind074_M_J_C_news_2495.wav|howard dan istrinya
audio_files/Ind087_M_J_C_news_2846.wav|ujar wayn menanggapi keberhasilannya menyamakan kedudukan
audio_files/Ind086_M_S_C_news_2910.wav|iya ya
audio_files/Ind047_M_J_C_news_1556.wav|veteran perang afganistan
audio_files/Ind068_M_S_C_news_2276.wav|persaingan global
audio_files/Ind050_F_S_C_news_1652.wav|setelah presiden komite olimpiade internasional mengumumkan beijing sebagai pemenang
audio_files/Ind069_M_U_C_news_2305.wav|yang membuat mu terpental ke urutan kedua klasemen
audio_files/Ind011_F_U_C_news_0422.wav|sebelumnya harus dikonfirmasikan ke bulog dulu
audio_files/Ind098_M_B_C_news_0016.wav|itu sebabnya
audio_files/Ind087_M_J_C_news_2887.wav|sholat berjamaah dan berdzikir
audio_files/Ind062_M_J_C_news_2016.wav|saya juga tidak tahu kalau choirul anam terlibat
audio_files/Ind062_M_J_C_news_2060.wav|yakob muchsin
audio_files/Ind058_M_S_C_news_1897.wav|macetnya reformasi
audio_files/Ind056_M_S_C_news_1897.wav|macetnya reformasi
audio_files/Ind002_M_S_C_news_0129.wav|kekuatan reformasi dan status quo itu ibarat minyak dan air
audio_files/Ind033_F_U_C_news_1151.wav|kapuspen mengangkat tangan sambil mengernyitkan dahi
audio_files/Ind042_M_U_C_news_1379.wav|bisa muncul celah penyelundupan senjata api melalui laut ke aceh
audio_files/Ind089_M_U_C_news_2926.wav|atau fuad bawazier harus mundur
audio_files/Ind060_M_U_C_news_2049.wav|peziarah ramai berdatangan menjelang bulan puasa
audio_files/Ind056_M_S_C_news_1903.wav|tri rachmaningsih
audio_files/Ind049_M_S_C_news_1662.wav|dan denmark benar-benar tidak ikut ambil bagian
audio_files/Ind028_F_J_C_news_0913.wav|maupun ebtanas
audio_files/Ind023_M_J_C_news_0832.wav|mestinya pemerintah melakukan penindakan hukum secara lebih sungguh-sunguh
audio_files/Ind020_F_J_C_news_0653.wav|lanjut hong
audio_files/Ind080_M_S_C_news_2693.wav|ungkap listyo
audio_files/Ind022_M_U_C_news_0726.wav|mengenai pengusutan kasus buloggate-bruneigate ini sendiri
audio_files/Ind011_F_U_C_news_0386.wav|sedangkan sebagai psikotropika diakuinya ada tapi jumlahnya sangat kecil
audio_files/Ind041_F_U_C_news_1416.wav|pansus buloggate rencanakan panggil gus dur
audio_files/Ind074_M_J_C_news_2449.wav|imam gohzali
audio_files/Ind015_F_S_C_news_0491.wav|pengabaian hukum
audio_files/Ind073_F_S_C_news_2426.wav|melalui otonomi
audio_files/Ind003_M_U_C_news_0095.wav|walaupun sudah memutuskan untuk pergi ke ancol
audio_files/Ind080_M_S_C_news_2700.wav|para tkw itu bekerja di kuwait
audio_files/Ind091_F_S_C_news_3041.wav|yusuf imran
audio_files/Ind038_F_U_C_news_1302.wav|harvey malaihollo
audio_files/Ind059_M_S_C_news_2013.wav|ilyas ruchyat
audio_files/Ind002_M_S_C_news_0092.wav|kalau terlampau kendor
audio_files/Ind080_M_S_C_news_2694.wav|siti farikha
audio_files/Ind094_M_S_C_news_3161.wav|eki syachrudin
audio_files/Ind041_F_U_C_news_1422.wav|ujar werdy
audio_files/Ind064_F_U_C_news_2136.wav|dalam perspektif pluralisme
audio_files/Ind098_M_B_C_news_0020.wav|si firaun kecil
audio_files/Ind031_M_J_C_news_1062.wav|nyeri jantung
audio_files/Ind032_M_S_C_news_1115.wav|dibungkus dengan aluminium foil
audio_files/Ind090_M_B_C_news_3013.wav|termasuk bangau
audio_files/Ind018_F_S_C_news_0665.wav|terutama untuk sub produk
audio_files/Ind075_F_S_C_news_2548.wav|pasti calo-calo baru
audio_files/Ind082_M_B_C_news_2675.wav|ujar ruby pula
audio_files/Ind059_M_S_C_news_1923.wav|haji yahya mangun
audio_files/Ind034_F_U_C_news_1089.wav|contohnya di bosnia
audio_files/Ind048_M_S_C_news_1607.wav|pak shafwan adalah guru
audio_files/Ind032_M_S_C_news_1062.wav|nyeri jantung
audio_files/Ind090_M_B_C_news_2965.wav|kalau rame-rame begini
audio_files/Ind072_M_J_C_news_2362.wav|universitas airlangga
audio_files/Ind080_M_S_C_news_2690.wav|dan sejumlah staf gedung putih di kantor menko polkam
audio_files/Ind060_M_U_C_news_1953.wav|itu kalau resmi
audio_files/Ind008_F_U_C_news_0245.wav|sahid kurtubi
audio_files/Ind012_M_J_C_news_0428.wav|tidak pakai rentang waktu lagi
audio_files/Ind031_M_J_C_news_1058.wav|kalau menurut kriminolog fisip universitas indonesia
audio_files/Ind041_F_U_C_news_1371.wav|melampaui prestasinya empat tahun silam
audio_files/Ind028_F_J_C_news_0963.wav|mana enggak ada
audio_files/Ind076_F_B_C_news_2555.wav|pecel lele
audio_files/Ind014_M_U_C_news_0521.wav|seruan brunei sementara itu
audio_files/Ind016_M_J_C_news_0561.wav|elza syarif melalui kuasa hukumnya feri amahorseya
audio_files/Ind029_F_S_C_news_0953.wav|masalah gus dur yang suka ceplas-ceplos ngomong
audio_files/Ind082_M_B_C_news_2723.wav|ujar khoirul jasmi
audio_files/Ind084_M_B_C_news_2800.wav|abdus syukur
audio_files/Ind081_M_J_C_news_2691.wav|banyak mendatangkan kayu ilegal atau statusnya tidak jelas
audio_files/Ind042_M_U_C_news_1452.wav|rem kereta api tersebut blong
audio_files/Ind030_F_U_C_news_1025.wav|sebab filosofi wto adalah meningkatkan taraf hidup masyarakat
audio_files/Ind091_F_S_C_news_3032.wav|dialog gagal dilakukan
audio_files/Ind088_M_S_C_news_2888.wav|ujar nazif
audio_files/Ind063_M_J_C_news_2084.wav|kode etik pegawai
audio_files/Ind041_F_U_C_news_1421.wav|petani brebes lebih suka memakai produk pupuk kujang
audio_files/Ind063_M_J_C_news_2085.wav|sumbangan dari sultan brunei itu
audio_files/Ind007_M_J_C_news_0219.wav|makanya saya juga sering nggak masuk kelas
audio_files/Ind016_M_J_C_news_0516.wav|parkir liar
audio_files/Ind005_F_S_C_news_0146.wav|komite wilayah benteng muda indonesia mendukung propinsi riau
audio_files/Ind096_M_J_C_news_3152.wav|dinilai sri
audio_files/Ind073_F_S_C_news_2455.wav|dana non bujeter
audio_files/Ind028_F_J_C_news_0916.wav|ogah berkomentar
audio_files/Ind020_F_J_C_news_0671.wav|romy gepeng chandra
audio_files/Ind012_M_J_C_news_0381.wav|pansus buloggate tolak kesaksian tertulis gus dur
audio_files/Ind055_F_J_C_news_1789.wav|dipo alam
audio_files/Ind043_F_U_C_news_1472.wav|atau wajah
audio_files/Ind077_M_J_C_news_2583.wav|fariz mengaku
audio_files/Ind005_F_S_C_news_0139.wav|hai dprd
audio_files/Ind091_F_S_C_news_3013.wav|termasuk bangau
audio_files/Ind027_F_S_C_news_0959.wav|konvoi ini dinilai bisa memanaskan situasi dan meresahkan warga
audio_files/Ind053_M_S_C_news_1777.wav|gayo luwes
audio_files/Ind033_F_U_C_news_1066.wav|desa leihitu
audio_files/Ind018_F_S_C_news_0659.wav|motor ekonomi digeser ke swasta
audio_files/Ind023_M_J_C_news_0795.wav|partai-partai yang ada
audio_files/Ind075_F_S_C_news_2487.wav|pamor yaohan di senen malah merosot dan bisnisnya terus merugi
audio_files/Ind052_M_S_C_news_1720.wav|ungkap yus
audio_files/Ind026_F_S_C_news_0830.wav|angin badai
audio_files/Ind086_M_S_C_news_2822.wav|mau daftar
audio_files/Ind044_M_J_C_news_1479.wav|drum bekas
audio_files/Ind100_M_B_C_news_0085.wav|saya yakin kalau edi tertangkap
audio_files/Ind014_M_U_C_news_0486.wav|dia menikahi gadis asal sleman
audio_files/Ind008_F_U_C_news_0233.wav|pedagang warteg piringnya pecah semua akibat banjir
audio_files/Ind074_M_J_C_news_2440.wav|jelas octavio
audio_files/Ind026_F_S_C_news_0885.wav|mereka memunculkannya lewat petikan dawai gitar atau ukulele
audio_files/Ind036_F_S_C_news_1182.wav|kalau iya kenapa tidak ditangkap sendiri
audio_files/Ind016_M_J_C_news_0539.wav|leo juga menolak berkomentar mengenai nasib taufik selanjutnya
audio_files/Ind091_F_S_C_news_3001.wav|hal yang menyangkut tehnis perusahaan bukan termasuk dalam wewenangnya
audio_files/Ind043_F_U_C_news_1439.wav|sikap golkar
audio_files/Ind085_M_J_C_news_2829.wav|badai angin puyuh
audio_files/Ind088_M_S_C_news_2883.wav|agus dwikarna dan abdul jamal balfas di bandara ninoy aquino
audio_files/Ind019_F_U_C_news_0611.wav|ia dijemput di depan selnya tanpa diborgol didampingi elza syarief
audio_files/Ind013_M_U_C_news_0478.wav|baik terhadap roy suryo maupun terhadap kompas
audio_files/Ind013_M_U_C_news_0495.wav|aktiva produktif
audio_files/Ind051_M_S_C_news_1651.wav|atau atasannya
audio_files/Ind072_M_J_C_news_2422.wav|apalagi ini kan antar saudara
audio_files/Ind029_F_S_C_news_0927.wav|dalam sebuah konvoi antara enam sampai delapan kendaraan
audio_files/Ind046_F_S_C_news_1485.wav|dan masjid stenli
audio_files/Ind039_F_U_C_news_1304.wav|sesuai dokumen tender
audio_files/Ind011_F_U_C_news_0355.wav|ugiek membantah nggak
audio_files/Ind082_M_B_C_news_2744.wav|sambil menambahkan masih ada beberapa detail yang harus diselesaikan
audio_files/Ind008_F_U_C_news_0246.wav|saya jamin bahwa tarif transportasi tidak akan terganggu
audio_files/Ind042_M_U_C_news_1446.wav|diantarkan seorang kurir yang diyakini bisa menembus ke abdullah syafii
audio_files/Ind004_F_S_C_news_0192.wav|dinilai eddy
audio_files/Ind100_M_B_C_news_0185.wav|tanya saja ke ruke
audio_files/Ind098_M_B_C_news_0094.wav|yang dikenal sebagai mike
audio_files/Ind056_M_S_C_news_1875.wav|kok nggak ditangkap
audio_files/Ind077_M_J_C_news_2616.wav|selain itu wilfred juga mengaku
audio_files/Ind075_F_S_C_news_2479.wav|dan detail desain proyek
audio_files/Ind054_M_J_C_news_1836.wav|indra bersama farikha akan mengadu ke mabes polri hari ini
audio_files/Ind090_M_B_C_news_2990.wav|terdiri dari para cerdik pandai yang mumpuni dalam bidangnya
audio_files/Ind009_F_U_C_news_0299.wav|yang penting ukhuwah islamiyah tetap dijaga katanya
audio_files/Ind032_M_S_C_news_1114.wav|afan gafar
audio_files/Ind014_M_U_C_news_0450.wav|apa yang diperjuangkan kalau overdosis bisa menjadi bumerang
audio_files/Ind013_M_U_C_news_0501.wav|tarmidzi hakim
audio_files/Ind066_F_J_C_news_2186.wav|joko ogah menyebutkan kerugian materiil yang dialami pihak perusahaan
audio_files/Ind022_M_U_C_news_0791.wav|pelaku pasar tak terlampau terpengaruh hiruk-pikuk politik
audio_files/Ind043_F_U_C_news_1473.wav|kata eddy syofian
audio_files/Ind097_M_J_C_news_0063.wav|erwin dibawa ke rscm guna memperoleh perawatan
audio_files/Ind036_F_S_C_news_1225.wav|sesuai syarat dan aturan yang ada
audio_files/Ind032_M_S_C_news_1106.wav|usai wawancara
audio_files/Ind047_M_J_C_news_1619.wav|di antara dubes yang hadir
audio_files/Ind077_M_J_C_news_2526.wav|subagyo anam
audio_files/Ind034_F_U_C_news_1149.wav|berbeda dengan tahun sebelumnya yang menggunakan soal dengan huruf braile
audio_files/Ind040_F_J_C_news_1352.wav|selain kusnanto anggoro dan mayjen sudrajat
audio_files/Ind012_M_J_C_news_0406.wav|yakni menyegel gedung pbb sedunia
audio_files/Ind017_F_S_C_news_0562.wav|benih unggul
audio_files/Ind064_F_U_C_news_2153.wav|bermodal negatif
audio_files/Ind057_M_J_C_news_1897.wav|macetnya reformasi
audio_files/Ind068_M_S_C_news_2310.wav|masyarakat diimbau beri keterangan lengkap soal bom di mampang
audio_files/Ind097_M_J_C_news_0070.wav|kata bazrif
audio_files/Ind049_M_S_C_news_1650.wav|jakarta sudah pantas dijuluki kota koboi atau tanpa hukum
audio_files/Ind042_M_U_C_news_1431.wav|pakai helm
audio_files/Ind029_F_S_C_news_0928.wav|secara detail
audio_files/Ind033_F_U_C_news_1159.wav|yaitu undang-undang khusus korupsi
audio_files/Ind029_F_S_C_news_0975.wav|sekali pakai ia menghabiskan empat paket putaw
audio_files/Ind075_F_S_C_news_2458.wav|kalau si mpr digelar
audio_files/Ind059_M_S_C_news_1922.wav|kata shou
audio_files/Ind096_M_J_C_news_0011.wav|susilo orangnya sejuk ia punya konsep orangnya bersih
audio_files/Ind038_F_U_C_news_1269.wav|ya repot ya
audio_files/Ind062_M_J_C_news_2056.wav|mereka tetap ngotot dan berlari
audio_files/Ind051_M_S_C_news_1717.wav|ngeri deh
audio_files/Ind054_M_J_C_news_1828.wav|sebagai ilmuwan
audio_files/Ind075_F_S_C_news_2516.wav|gubernur dki juga menerima dubes cina
audio_files/Ind091_F_S_C_news_3002.wav|kata azwir
audio_files/Ind035_M_J_C_news_1155.wav|tapi orangnya kalem jadi kita lihatnya suka
audio_files/Ind009_F_U_C_news_0316.wav|kalau syahril divonis
audio_files/Ind037_F_B_C_news_1198.wav|kata mansyur
audio_files/Ind025_F_S_C_news_0853.wav|roy hanya menjawab
audio_files/Ind087_M_J_C_news_2851.wav|saya berharap jerman yang menang
audio_files/Ind030_F_U_C_news_0972.wav|baik intern maupun ekstern
audio_files/Ind029_F_S_C_news_0965.wav|kata roy usai menerima kunjungan perkenalan duta besar perancis
audio_files/Ind027_F_S_C_news_0929.wav|klaim tunai atau polis maturasi
audio_files/Ind014_M_U_C_news_0538.wav|mbak ega jadi bendaharanya
audio_files/Ind044_M_J_C_news_1442.wav|hilal awal dzulhijjah
audio_files/Ind022_M_U_C_news_0768.wav|pengelolaan lingkungan akan dibuat tata ruang atau zonasi
audio_files/Ind047_M_J_C_news_1606.wav|setiap blok diberi daftar hadir sholat
audio_files/Ind065_M_U_C_news_2193.wav|sawo cipete dan rs fatmawati
audio_files/Ind098_M_B_C_news_0030.wav|itu yang disebut badai fransisca
audio_files/Ind062_M_J_C_news_2049.wav|peziarah ramai berdatangan menjelang bulan puasa
audio_files/Ind055_F_J_C_news_1877.wav|dan ozon
audio_files/Ind077_M_J_C_news_2535.wav|bukan hanya tekad gus dur
audio_files/Ind042_M_U_C_news_1371.wav|melampaui prestasinya empat tahun silam
audio_files/Ind035_M_J_C_news_1182.wav|kalau iya kenapa tidak ditangkap sendiri
audio_files/Ind041_F_U_C_news_1346.wav|kalau yang terendam travo atau peralatan kontrol lainnya
audio_files/Ind088_M_S_C_news_2921.wav|ia juga menunjuk taufikurrahman saleh
audio_files/Ind064_F_U_C_news_2184.wav|waspadalah hai para pendidik
audio_files/Ind079_F_S_C_news_2611.wav|barang-barang ekspor indonesia dari ambon atau ujung pandang
audio_files/Ind009_F_U_C_news_0327.wav|umumnya mereka adalah warga keturunan tionghoa atau orang suruhan
audio_files/Ind092_M_S_C_news_3090.wav|tari rejang dan tari topeng wali
audio_files/Ind065_M_U_C_news_2112.wav|tiga kali wayn dan kapten tim melakukan protes
audio_files/Ind080_M_S_C_news_2669.wav|tunai sudah beban moral yang melekat pada pbnu
audio_files/Ind057_M_J_C_news_1884.wav|hakim berencana tinjau tkp syafiuddin dalam sidang tommy rabu depan
audio_files/Ind022_M_U_C_news_0799.wav|yusuf juga menilai
audio_files/Ind038_F_U_C_news_1297.wav|daerah itu merupakan zona subduksi lempeng australia terhadap lempeng eurasia
audio_files/Ind073_F_S_C_news_2440.wav|jelas octavio
audio_files/Ind088_M_S_C_news_2959.wav|mujab fahmi
